genel_nit_is_tanimi,ilan_baslik,label,skills
ecza depolari ticaret pazarlama saglik sektorunde faaliyet gosteren alaninda oncu olan sirketimizin bilgi slem bolumunde gorev alacak analitik dusunebilen yaratici ogrenmeye acik ekip calismasina yatkin sonuc odakli yazilim uzmani aramaktayiz teli kler universitelerin ilgili bolumlerinden mezun troia yazilimi konusunda tercihen deneyim sahibi canias programini aktif olarak kullanabilen tabanli uygulamalar servisler tercihen qlik zekasi yazilimi konusunda deneyimli canias satis satin alma envanter muhasebe finans depo yonetimi modullerine hakim derecede server kullanabilen office programlarina hakim surekli iyilestirme gelistirme bakis acisina sahip sonuc odakli yeni teknolojileri takip eden teknolojileri icinde bulundugu gelistirme ortamina uygulayabilen tercihen sigara kullanmayan erkek adaylar icin askerligini tamamlamis stanbul anadolu yakasinda atasehir serifali umraniye cekmekoy yakin cevresinde ikamet eden adaylar tercih sebebidir tanimi satis hale yonetimi satin alma envanter yonetimi muhasebe finans depo yonetimi sureclerine iliskin canias programinda sistemsel gelistirme iyilestirmeler yapmak kullanicilardan gelen programla ilgili yeni talep hata bildirimlerinde kullanicilarla sekilde iletisim kurarak gerekli bilgi destegi belirlenen hizmet seviyelerine uygun vermek yonetim kullanicilarin ihtiyaclarina uygun gerekli rapor tasarimlarini olusturmak kullanici ihtiyaclari dogrultusunda sureclerinin sistem uzerinden etkin sekilde yurutulmesi icin gerektiginde yeni modul yazmak programla ilgili yukleme guncelleme bakim islemlerini yapmak,yazilim uzmani,sap,analitik dusunen yaratici ogrenmeye acik ekip calismasina yatkin sonuc odakli muhasebe finans depo yonetimi server office programlari iyilestirme gelistirme bakis acisina sahip sonuc odakli yeni teknolojileri takip eden sigara kullanmayan 
universiteslerin muhendislik matematik sletme enformatigi gibi bolumlerinden mezun olmus olan entegrasyon konularinda degerlendirilmek uzere tecrubeli calisma arkadasi ariyoruz adaylar arasinda kisiyi cikarabilecek konular ekip uyumu hizli kavrama yetenegi java programlama dili yetkinligi gecmis tecrubesi ngilizce dili yetkinligi,danismani,sap, entegrasyon tecrubeli hizli kavrama yetenegi olan java ingilizce 
toplamda full cycle proje deneyimi hana uzerinde uctan proje deneyimi olan yurt disi sehir disi projelerde gorev alabilecek seyahat engeli bulunmayan duzeyde ngilizce bilgisi okuma anlama konusma takim calismasina yatkin kendini gelistirmeye acik guclu iletisim yetenegi olan detaylara onem veren sonuc odakli proaktif analitik dusunebilen zaman yonetiminde hassas olan esnek calisma saatlerine uyabilecek erkek adaylar icin askerligini tamamlamis olmak tanimi aramiza yeni katilacak calisma arkadaslarimiz asagida alan sorumluluklari ustleneceklerdir tanimi icerisindeki surecler konusunda teknik bilgi uzmanlik rehberlik saglamak uygulama projelerinde ihtiyaclarin analiz edilmesi buna uygun modulu tasariminin yapilmasi mevcut cozumlerini desteklemek yeni gereksinimlerine uygun cozumler gelistirmek sureclerini hata analizi duzeltmesini optimize etmek slevsel tasarim gerektiren calismalarda gelistirme ekibi koordinasyon uygulamalara iliskin dokumantasyonunu saglamak,senior danismani,sap,full cycle proje deneyimi olan seyahat engeli bulunmayan ingilizce ekip calismasina yatkin kendini gelistiren iletisim becerilerine sahip detaylara onem veren sonuc odakli proaktif analitik dusunen zaman yonetiminde hassas olan esnek calisma saatlerine uyabilecek optimizasyon
universitelerin ilgili bolumlerinden mezun deneyimi dahil tercihen proje yoneticisi deneyimine sahip office programlari microsoft dynamics raporlama araclarina hakim seviyede ngilizce bilgisine sahip mevcut sureci anlama iyilestirme uygulama sureclerinde cozum uretebilecek letisimi kuvvetli sunum becerileri gelismis analitik dusunme yetkinligine sahip analiz problem cozme becerisi yuksek gelisen trendleri takip eden yenilikci projeler getiren erkek adaylar icin askerlik hizmetini tamamlamis tanimi universiteye dair stratejilerin belirlenmesi icin veri analizlerini yapmak duzenli olarak pazar analizlerini hazirlamak sistemine yonelik ihtiyac analizlerini gelistirerek olan sistemini gelistirmek universite duyurularinin dogru kitlelere gonderimi icin ilgili birimlerle iletisim gecmek universitenin dijital projelerinin kullanici deneyim entegrasyon sureclerini ilgili birimler birlikte takip etmek biriminin ihtiyaclarini anlamak surecler hakkinda bilgi sahibi olmak teknik ekiplerle iletisime gecmek gerceklesen dijital konvansiyonel reklam araclari pazarlama tanitim aktivitelerinin etkinligini olcmek raporlamak cagri merkezi sistemi ilgili ihtiyaclarinin takip edilmesi gelistirilmesi verimliliginin arttirilmasini saglamak,yonetmeni,sap,proje yoneticisi deneyimine sahip office programlari microsoft dynamics raporlama ingilizce iyilestirme cozum ureten letisim becerilerine sahip sunum becerileri gelismis analitik dusunen problem cozme becerisi yuksek gelisen trendleri takip eden yenilikci projeler getiren veri analizleri yapmak 
firmamizin kurulum yonetim projesinde gorev alacak asagidaki niteliklere sahip uzmani ariyoruz genel teli kler universitelerin muhendislik fakultelerinden mezun endustri makine kimya bilgisayar ngilizce yazili sozlu iletisim kurabilen daha once devreye alma projesi yonetmis uretim planlama uretim surec yonetimi konularinda tecrubeli server veritabani bilgisi olan tercihen netsis konusunda bilgili,uzmani,sap,ingilizce daha once devreye alma projesi yonetmis uretim planlama uretim surec yonetimi server veritabani 
sirketimizin bilgi letisim teknolojileri direktorlugu bunyesinde degerlendirilmek uzere universitelerin ilgili bolumlerinden mezun benzer pozisyonlarda tecrubesi bulunan dynamics sorumlusu olarak uygulama uyarlama tecrubesi olan takim calismasina yatkin sozlu yazili iletisim kabiliyetleri yuksek insan iliskileri kuvvetli problem cozme analitik dusunme yetenegine sahip proaktif sonuc odakli yaklasimla musteri ihtiyaclarinin belirlenmesi sistem uzerinde gelistirilmesinin takip edilmesini saglayacak raporlama aliskanligi olan dokumantasyona onem veren anahtar kullanicilar irtibat halinde modul cozum yetkinliginin takip edilmesi gelisim surekliligini takip kontrol edecek yeni teknolojileri yakindan takip eden ogrenmeye yenilikci yaklasimlara kendini gelistirmeye acik anadolu yakasinda ikamet eden erkek adaylar icin askerlik hizmetini tamamlamis sorumlusu ariyoruz,sorumlusu,sap,ekip calismasina yatkin iletisim becerileri olan insan iliskileri kuvvetli problem cozme yetenegine sahip proaktif sonuc odakli analitik dusunen raporlama yeni teknolojileri yakindan takip eden kendini gelistirmeye acik 
sirketimizin bilgi letisim teknolojileri direktorlugu bunyesinde degerlendirilmek uzere universitelerin ktisadi dari bilimler fakultelerinden tercihen sletme ktisat bolumlerinden veya endustri muhendisligi sletme muhendisligi bolumlerinden mezun modul uyarlama bilgi deneyimine sahip modulunde deneyimli modulu diger moduller iliskileri hakkinda bilgi sahibi tercihen projelerinde almis karlilik analizi raporlama gelistirme tecrubesine sahip uygulama destegi saglama devreye alim sureclerini yonetebilen dokumantasyona onem veren analitik dusunebilen sonuc odakli detaylara hakim guclu iletisim yetenegine sahip olan anadolu yakasinda ikamet eden erkek adaylar icin askerlik gorevini tamamlamis modul sorumlusu ariyoruz tanimi musteri ihtiyaclari dogrultusunda modulunde analizlerin uyarlama uygulamalarin yonetilmesi lgili sureclerin dokumantasyonunun yapilmasi anahtar kullanicilara egitim kullanici destegi verilmesi,modul sorumlusu,sap,karlilik analizi raporlama analitik dusunen sonuc odakli detaylara hakim iletisim becerilerine sahip 
tanimi gunesli bulunan erkek dokuma uretimi yapan firmamiz icin programinin kullanimi gelistirilmesi konusunda destek vermek uzere yazilim uzmani ariyoruz pozisyonun sorumluluklari mikro firmanin akisina uygun olarak kullanicilara destek egitim vermek sureclerini takip etmek guncel kanuni mevzuati takip edip mikro versiyon guncellemelerini yapmak talep edilen rapor formatlarinin form tasarimlarinin hazirlanarak kullanima alinmasi aranan nitelikler benzer pozisyonda tecrubesi olan uretim muhasebe personel muhasebe modullerine hakim tercihen bilgisi olan tekstil sektorunu bilen takim calismasina uyumlu nsan iliskilerinde basarili cozum odakli,uzmani,sap,kullanicilara destek egitim vermek kanuni mevzuati takip edip mikro versiyon guncellemelerini yapmak muhasebe iletisim becerilerine sahip
faaliyetini elektrik enerjisi uretimi dagitimi satisi olusturan turkiye oncu elektrik sirketi bereket enerji grubu icin asagidaki niteliklere sahip denizli gorev alacak kurumsal uygulamalar analisti arayisimiz bulunmaktadir genel teli kler universitelerin endustri muhendisligi bilgisayar muhendisligi sletme muhendisligi bolumlerinden mezun derecede ngilizce bilgisine sahip yogun temposu esnek calisma saatleri seyahatlerine ayak uydurabilecek letisim becerisi yuksek cozum odakli takibi yapip sonuclandirma becerisi olan tercihen analisti olarak projenin yurutulme sureclerine dahil olmus tercihen abap yazilim diline hakim tercihen bilgisine sahip degisen kosullara uyum gosterebilecek tanimi sorumlu oldugu moduller icin seviye kullanici destegi vermek taraf hizmet saglayicilariyla olan destek taleplerini yonetmek taleplerde ihtiyacin analiz edilmesi risklerin belirlenmesi fizibilitesinin yapilmasi birimlerinin yonlendirilerek kaynaklarin dogru sekilde kullanilmasinin saglanmasi onceliklendirme alarak haritasina dahil olan projelerde kurumsal mimarisine uygun cozumun tasarlanmasi yazilim gelistirme faaliyetlerinin hatasiz hizli sekilde yapilabilmesi icin gerekli teknik dokumantasyonun olusturulmasi veri aktarimini tasarlamak planlamak bilgilendirme egitim belgelerini hazirlamak egitmenlere aktarimda bulunmak analiz dokumantasyonun hazirlanmasi birimleri mutabakatin saglanmasi test senaryolarini olusturmak test surecine liderlik etmek modulleri icin ihtiyac duyulan finans uygulamalarinin gelistirilmesi,kurumsal uygulamalar analisti,sap,ingilizce yogun tempoya ayak uydurabilen esnek calisma saatlerine uyum saglayabilen iletisim becerisine sahip cozum odakli abap ihtiyac analizi fizibilite kaynaklarin dogru sekilde kullanilmasinin saglanmasi onceliklendirme yapma veri aktarimini tasarlamak egitim belgelerini hazirlamak analiz dokumantasyonun hazirlanmasi test senaryolarini olusturmak finans 
tanimi sisteminin kurulum calismalari dahil surec teknik isleyisine yonelik dokumantasyon koordinasyon calismalarinin yapilmasi modul sorumlularina anahtar kullanicilara destek verilmesi htiyac duyulan program raporlarin hazirlanmasi dogrultuda yonetim danismanlarla iletisimin saglanmasi olusan sorunlarin cozumu sistemin saglikli yurumesi icin gerekli calismalarin koordinasyonu diger bilgi sistemleri qdms ilgili calismalara destek verilmesi genel nitelikler universitelerin ilgili bolumlerinden mezun tercihen endustri muhendisligi sisteminin modulleri ilgili genel bilgi sahibi olan minimum tecrubesi bulunan gecis projesinde aktif olarak almis modul tecrubesi olan analitik bakis acisina sahip sonuc odakli problem cozme yetkinligi olan letisim becerisi yuksek takim calismasina yatkin esnek calisma saatlerine uyum saglayabilecek askerlik gorevini tamamlamis erkek adaylar icin,uzmani modulleri,sap,anahtar kullanicilara destek verilmesi ihtiyac duyulan program raporlarin hazirlanmasi calismalarin koordinasyonu modul tecrubesi olan analitik bakis acisina sahip sonuc odakli problem cozme yetkinligi olan iletisim becerisine sahip ekip calismasina yatkin esnek calisma saatlerine uyum saglayabilen
danismanligi alaninda hizmet veren firmamiza abap alaninda uzman ekip arkadasi ariyoruz,kidemli abap danismani,sap,abap uzmani
yilinda tekstil kendi markasini yaratmak uzere yola cikmis jimmy koleksiyonunu gerceklestirmistir bugun turkiye magaza satis noktasi yurtdisinda magaza internet magazaciligi bulunmaktadir jimmy butun urunleri aksesuarlariyla hedef kitlesinin yasam bicimine uygun genc giyimde farklilasma deneyimi sunmaya calismaktadir jimmy merkez gorev alacak uzmani arayisimiz bulunmaktadir genel teli kler universitelerin statistik ekonometri matematik veya muhendislik bolumlerinden mezun minimum kampanya yonetimi raporlama deneyimine sahip derecede ngilizce bilen office programlari derecede bilen spss derecede bilen planlama raporlama organizasyon becerisine sahip musteri memnuniyeti yaklasimini benimsemis jimmy ruhunu anlayisini yansitabilecek erkek adaylar icin askerlikle ilisigi olmayan tanimi musteri davranislarini analiz ederek analizler dogrultusunda gelistirme sunmak projelerin tasarlanmasina destek olmak kampanya takvimi dogrultusunda kampanyalari kurgulamak hedef kitleleri hazirlamak iletisimleri hazirlamak yonetmek olcumlemek sadakat programinin kurgulanmasina sureclerinin guncel tutulmasina raporlamasina yardimci olmak sepet analizleri musteri kaybi analizleri gibi veri madenciligi uygulamalari musteri hareketlerini analiz etmek yorumlamak magazalar sitesi mobil uygulamalar sosyal medya uzerinde stratejisine paralel aksiyonlari kurgulamak yonetmek musteri analiz raporlarini haftalik aylik olarak ilgili birimlerle paylasmak mailing operasyonlarini yonetmek raporlamak satis magaza yoneticilerine musteri bazli analizler hazirlamak kampanya kurgulama surecinde analitik destek vermek,uzmani,sap, kampanya yonetimi raporlama ingilizce office programlari spss organizasyon becerisine sahip musteri memnuniyeti yaklasimini benimsemis musteri davranislarini analiz ederek analizler dogrultusunda gelistirme sunan sepet analizi musteri kaybi analizi veri madenciligi musteri hareketlerini analiz etmek 
genel teli kler tanimi sirketimizin merkez ofisinde gorevlendirilmek uzere asagidaki niteliklere uygun uzmani aramaktayiz genel teli kler universitelerin ilgili bolumlerinden mezun benzer pozisyonda deneyim sahibi office programlarini derecede bilen raporlama analiz sunum becerileri gelismis analitik dusunme yetenegi pazarlama vizyonunu birlestirebilen ekip calismasinda basarili iletisimi kuvvetli yogun temposuna ayak uydurabilecek nsan liskileri kuvvetli dinamik yeniliklere acik takim oyuncusu proje yonetimi konusunda tecrube sahibi tanimi sisteme veritabanini ilgili operasyonel surecleri yonetmek verilerin sisteme girisini yapmak veri kalitesini iyilestirmek programin sorunsuz yurutulmesini saglamak sistem kapsamindaki kampanya aktivitelerin hazirlanmasina destek olmak gerceklestirilen musteri kampanyalari sonuclarini raporlamak analizlerini yapmak musteri projelerden gelen bilgi guncelleme diger operasyonel talepleri karsilamak musteri analiz raporlarini olusturmak belirli periyotlarda ilgili birimlerle paylasmak ilgili analizlerini yapmak uygulamalarini gelisti yonetimini saglamak raporlamasini yapmak datasinin toplanmasi icin gerekli entegrasyonlari yapmak gerekli durumlarda egitimi vermek,uzmani,sap,office programlari raporlama analiz sunum analitik dusunen pazarlama ekip calismasinda basarili iletisim becerilerine sahip insan iliskileri kuvvetli proje yonetimi veri tabanini veri kalitesini iyilestirmek kampanya sonuclarini raporlamak analizlerini yapmak musteri analiz raporlarini olusturmak raporlama
